user_id,session_id,date,month,channel,campaign_type,device,user_type,region,visited_website,viewed_product,added_to_cart,checkout_started,purchase_completed,discount_applied,order_value,revenue,weekday
628178,53,2025-11-07,2025-11,Organic,New Launch,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Friday
665894,54,2025-07-11,2025-07,Paid Ads,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Friday
589492,55,2025-12-05,2025-12,Social,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Friday
356840,56,2025-08-03,2025-08,Paid Ads,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Sunday
573254,57,2025-08-30,2025-08,Organic,Discount,Desktop,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Saturday
449457,58,2025-09-29,2025-09,Organic,Discount,Mobile,New,Metro,1,1,1,0,0,0,499.0,0.0,Monday
765987,59,2025-10-15,2025-10,Organic,New Launch,Mobile,New,Metro,1,1,1,1,1,0,2559.06,2559.06,Wednesday
370936,60,2025-12-09,2025-12,Organic,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
339931,61,2025-10-11,2025-10,Paid Ads,Discount,Mobile,Returning,Metro,1,1,1,0,0,0,499.0,0.0,Saturday
339629,62,2025-07-02,2025-07,Social,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
305041,63,2025-09-02,2025-09,Social,Influencer,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
798361,64,2025-10-02,2025-10,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Thursday
831912,65,2025-11-08,2025-11,Social,Discount,Desktop,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Saturday
517113,66,2025-11-04,2025-11,Social,New Launch,Desktop,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
168148,67,2025-12-05,2025-12,Social,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Friday
877089,68,2025-10-09,2025-10,Paid Ads,Influencer,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Thursday
748531,69,2025-12-10,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
351995,70,2025-10-30,2025-10,Paid Ads,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Thursday
778843,71,2025-11-27,2025-11,Paid Ads,Influencer,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Thursday
672843,72,2025-09-20,2025-09,Organic,New Launch,Mobile,Returning,Non-Metro,1,1,1,1,1,0,1559.84,1559.84,Saturday
356508,73,2025-08-31,2025-08,Paid Ads,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Sunday
903591,74,2025-10-17,2025-10,Organic,Influencer,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Friday
996942,75,2025-08-23,2025-08,Organic,Discount,Desktop,New,Non-Metro,1,1,1,1,1,1,1823.87,1641.483,Saturday
206530,76,2025-10-21,2025-10,Paid Ads,New Launch,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
704365,77,2025-08-07,2025-08,Organic,New Launch,Desktop,New,Metro,1,1,1,1,0,0,499.0,0.0,Thursday
922352,78,2025-07-30,2025-07,Organic,Discount,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
560337,79,2025-11-07,2025-11,Paid Ads,New Launch,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Friday
824839,80,2025-07-20,2025-07,Paid Ads,New Launch,Mobile,New,Metro,1,1,1,1,0,0,499.0,0.0,Sunday
905889,81,2025-12-19,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Friday
559773,82,2025-09-06,2025-09,Organic,Influencer,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Saturday
308261,83,2025-10-20,2025-10,Paid Ads,New Launch,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Monday
864469,84,2025-07-09,2025-07,Organic,Influencer,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
441097,85,2025-11-19,2025-11,Social,New Launch,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
415139,86,2025-07-11,2025-07,Social,Discount,Mobile,New,Metro,1,1,1,1,1,1,2075.42,1867.878,Friday
271829,87,2025-07-10,2025-07,Paid Ads,Discount,Desktop,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Thursday
371836,88,2025-08-26,2025-08,Paid Ads,New Launch,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
538974,89,2025-07-06,2025-07,Organic,New Launch,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Sunday
302283,90,2025-11-22,2025-11,Paid Ads,New Launch,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Saturday
296769,91,2025-07-13,2025-07,Organic,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Sunday
661353,92,2025-08-28,2025-08,Organic,Influencer,Mobile,Returning,Metro,1,1,1,0,0,0,499.0,0.0,Thursday
323165,93,2025-08-16,2025-08,Paid Ads,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Saturday
723587,94,2025-11-01,2025-11,Organic,Discount,Mobile,Returning,Non-Metro,1,1,1,0,0,0,499.0,0.0,Saturday
635822,95,2025-10-28,2025-10,Email,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
587879,96,2025-07-04,2025-07,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Friday
664685,97,2025-07-26,2025-07,Paid Ads,Discount,Mobile,Returning,Metro,1,1,1,1,0,0,499.0,0.0,Saturday
882038,98,2025-08-01,2025-08,Paid Ads,Discount,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Friday
453531,99,2025-11-16,2025-11,Paid Ads,Discount,Mobile,Returning,Non-Metro,1,1,1,0,0,0,499.0,0.0,Sunday
363160,100,2025-10-26,2025-10,Organic,Discount,Desktop,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Sunday
679879,101,2025-08-21,2025-08,Paid Ads,Discount,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Thursday
320884,102,2025-12-04,2025-12,Organic,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Thursday
123247,103,2025-11-07,2025-11,Paid Ads,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Friday
124300,104,2025-08-18,2025-08,Organic,Influencer,Desktop,Returning,Metro,1,1,1,1,1,1,2408.04,2167.236,Monday
567281,105,2025-10-21,2025-10,Social,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
707086,106,2025-11-26,2025-11,Organic,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
633556,107,2025-07-17,2025-07,Paid Ads,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Thursday
448951,108,2025-10-17,2025-10,Social,Discount,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Friday
374329,109,2025-10-04,2025-10,Organic,Discount,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Saturday
819064,110,2025-11-08,2025-11,Organic,New Launch,Mobile,New,Metro,1,1,1,1,1,1,2434.04,2190.636,Saturday
842139,111,2025-08-11,2025-08,Organic,Discount,Desktop,New,Metro,1,1,1,0,0,0,499.0,0.0,Monday
532315,112,2025-12-23,2025-12,Social,New Launch,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
616588,113,2025-10-24,2025-10,Organic,Discount,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Friday
336584,114,2025-10-03,2025-10,Email,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Friday
662332,115,2025-12-06,2025-12,Paid Ads,Discount,Desktop,Returning,Non-Metro,1,1,1,0,0,0,499.0,0.0,Saturday
937646,116,2025-11-03,2025-11,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Monday
476896,117,2025-11-06,2025-11,Paid Ads,Influencer,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Thursday
148984,118,2025-09-30,2025-09,Paid Ads,Influencer,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
402918,119,2025-09-25,2025-09,Social,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Thursday
364712,120,2025-10-24,2025-10,Paid Ads,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Friday
220151,121,2025-09-07,2025-09,Paid Ads,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Sunday
555808,122,2025-07-01,2025-07,Organic,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
233767,123,2025-09-18,2025-09,Organic,Discount,Mobile,New,Metro,1,1,1,0,0,0,499.0,0.0,Thursday
748663,124,2025-08-05,2025-08,Social,Influencer,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
803550,125,2025-10-09,2025-10,Social,Discount,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Thursday
236330,126,2025-09-18,2025-09,Social,New Launch,Desktop,Returning,Metro,1,1,1,0,0,0,499.0,0.0,Thursday
580754,127,2025-08-30,2025-08,Paid Ads,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Saturday
401648,128,2025-09-14,2025-09,Social,New Launch,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Sunday
788519,129,2025-07-04,2025-07,Organic,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Friday
113986,130,2025-10-27,2025-10,Social,New Launch,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Monday
686146,131,2025-08-18,2025-08,Paid Ads,Discount,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0,Monday
229312,132,2025-08-10,2025-08,Organic,New Launch,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Sunday
112666,133,2025-10-29,2025-10,Organic,New Launch,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Wednesday
400804,134,2025-07-21,2025-07,Social,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Monday
234633,135,2025-08-09,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Saturday
388998,136,2025-10-01,2025-10,Email,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
950937,137,2025-09-17,2025-09,Social,Influencer,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
728776,138,2025-09-16,2025-09,Paid Ads,New Launch,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
807611,139,2025-10-10,2025-10,Organic,Influencer,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Friday
384806,140,2025-12-15,2025-12,Social,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Monday
894824,141,2025-12-02,2025-12,Paid Ads,Influencer,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
130535,142,2025-12-17,2025-12,Organic,Discount,Desktop,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
475713,143,2025-10-12,2025-10,Organic,New Launch,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Sunday
938688,144,2025-11-03,2025-11,Email,New Launch,Desktop,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Monday
451279,145,2025-12-11,2025-12,Paid Ads,Discount,Desktop,Returning,Metro,1,1,1,0,0,0,499.0,0.0,Thursday
921654,146,2025-11-16,2025-11,Organic,New Launch,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Sunday
701661,147,2025-09-15,2025-09,Paid Ads,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Monday
747972,148,2025-08-04,2025-08,Paid Ads,Discount,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Monday
589570,149,2025-09-23,2025-09,Organic,New Launch,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
556551,150,2025-08-06,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
373109,151,2025-11-17,2025-11,Organic,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Monday
124538,152,2025-12-25,2025-12,Paid Ads,Influencer,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Thursday
994498,153,2025-11-30,2025-11,Organic,Discount,Desktop,New,Metro,1,1,1,0,0,0,499.0,0.0,Sunday
301664,154,2025-09-01,2025-09,Organic,Discount,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Monday
591234,155,2025-10-27,2025-10,Social,Discount,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Monday
999684,156,2025-10-16,2025-10,Paid Ads,New Launch,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Thursday
239182,157,2025-07-10,2025-07,Organic,Influencer,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Thursday
572525,158,2025-08-27,2025-08,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
258338,159,2025-10-11,2025-10,Social,Discount,Mobile,Returning,Non-Metro,1,1,1,0,0,0,499.0,0.0,Saturday
284064,160,2025-07-03,2025-07,Social,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Thursday
314020,161,2025-08-24,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Sunday
723094,162,2025-11-17,2025-11,Email,Influencer,Mobile,New,Non-Metro,1,1,1,1,1,1,2519.59,2267.631,Monday
997421,163,2025-08-14,2025-08,Social,Discount,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Thursday
715270,164,2025-12-16,2025-12,Social,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
745914,165,2025-10-04,2025-10,Paid Ads,Discount,Desktop,Returning,Metro,1,1,1,1,0,0,499.0,0.0,Saturday
219176,166,2025-12-17,2025-12,Social,Discount,Desktop,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
318126,167,2025-08-02,2025-08,Organic,Discount,Desktop,Returning,Non-Metro,1,1,1,1,0,0,499.0,0.0,Saturday
318969,168,2025-09-08,2025-09,Paid Ads,Discount,Desktop,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Monday
222409,169,2025-07-06,2025-07,Paid Ads,Discount,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Sunday
647707,170,2025-11-07,2025-11,Email,Influencer,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0,Friday
353618,171,2025-12-01,2025-12,Email,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Monday
869598,172,2025-08-17,2025-08,Organic,Influencer,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Sunday
150015,173,2025-08-26,2025-08,Email,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
872838,174,2025-09-07,2025-09,Social,Discount,Desktop,Returning,Metro,1,1,1,1,1,0,2564.25,2564.25,Sunday
222096,175,2025-12-21,2025-12,Paid Ads,New Launch,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0,Sunday
731347,176,2025-12-23,2025-12,Organic,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Tuesday
285340,177,2025-08-10,2025-08,Email,New Launch,Desktop,New,Non-Metro,1,1,1,1,1,0,2152.36,2152.36,Sunday
210687,178,2025-10-15,2025-10,Organic,Discount,Desktop,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Wednesday
974371,179,2025-07-16,2025-07,Social,Discount,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
511357,180,2025-12-27,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,1,1,1,1,0,0,499.0,0.0,Saturday
835716,181,2025-07-12,2025-07,Email,New Launch,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Saturday
205878,182,2025-07-15,2025-07,Social,New Launch,Mobile,Returning,Non-Metro,1,1,1,1,0,0,499.0,0.0,Tuesday
827270,183,2025-10-09,2025-10,Paid Ads,Influencer,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Thursday
298286,184,2025-07-21,2025-07,Paid Ads,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Monday
873290,185,2025-11-30,2025-11,Paid Ads,Discount,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0,Sunday
874684,186,2025-12-05,2025-12,Organic,Discount,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Friday
264899,187,2025-08-02,2025-08,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Saturday
424767,188,2025-08-02,2025-08,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Saturday
961882,189,2025-12-03,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,1,1,1,1,0,0,499.0,0.0,Wednesday
979858,190,2025-09-28,2025-09,Paid Ads,Discount,Mobile,Returning,Metro,1,1,1,0,0,0,499.0,0.0,Sunday
479989,191,2025-08-10,2025-08,Paid Ads,Influencer,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Sunday
515515,192,2025-11-06,2025-11,Social,Discount,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Thursday
143585,193,2025-09-01,2025-09,Email,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Monday
471369,194,2025-12-10,2025-12,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
164044,195,2025-12-23,2025-12,Organic,Influencer,Mobile,New,Metro,1,1,1,1,1,0,2689.76,2689.76,Tuesday
542296,196,2025-08-08,2025-08,Paid Ads,New Launch,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0,Friday
209556,197,2025-11-25,2025-11,Paid Ads,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Tuesday
626981,198,2025-09-15,2025-09,Paid Ads,Influencer,Desktop,Returning,Metro,1,1,1,1,1,1,499.0,449.1,Monday
981691,199,2025-12-13,2025-12,Social,Discount,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Saturday
867595,200,2025-07-23,2025-07,Organic,New Launch,Mobile,Returning,Metro,1,1,1,0,0,0,499.0,0.0,Wednesday
300235,201,2025-11-17,2025-11,Paid Ads,New Launch,Mobile,New,Non-Metro,1,1,1,1,1,1,1152.02,1036.818,Monday
125939,202,2025-07-06,2025-07,Paid Ads,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Sunday
252906,203,2025-10-06,2025-10,Paid Ads,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0,Monday
642335,204,2025-07-07,2025-07,Organic,Discount,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0,Monday
388249,205,2025-08-20,2025-08,Paid Ads,Influencer,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
175766,206,2025-07-14,2025-07,Paid Ads,Influencer,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Monday
508923,207,2025-07-16,2025-07,Organic,Discount,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
515192,208,2025-11-28,2025-11,Email,Influencer,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0,Friday
668550,209,2025-07-18,2025-07,Organic,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0,Friday
487261,210,2025-11-12,2025-11,Organic,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0,Wednesday
910208,211,2025-09-06,2025-09,Paid Ads,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0,Saturday
785440,212,2025-07-25,2025-07,Email,New Launch,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0,Friday
752664,213,2025-08-02,2025-08,Organic,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0,Saturday
